title_pt;title_en;year;rating;genre;sinopse
John Wick 4: Baba Yaga;John Wick 4: Baba Yaga;2023;7.8 (267K);Ação;Otto é um grunhido que desistiu da vida após a perda de sua esposa e quer acabar com tudo isso. Quando uma jovem família se muda para as redondezas, ele encontra seu par na engenhosa Marisol, levando a uma amizade que mudará seu mundo.
Homem-aranha: Lotus;Homem-aranha: Lotus;2023;3.5 (1.9K);Ação;Um carcereiro aposentado sai em uma caçada para encontrar os assassinos de seu filho. Mas o caminho o leva a um lugar familiar, embora um pouco mais sombrio. Será que ele conseguirá sair dessa situação complexa com sucesso?
A Pequena Sereia;A Pequena Sereia;2023;7.2 (113K);Aventura;Antes de recuperar sua liberdade, Wick deve enfrentar um novo inimigo com alianças poderosas em todo o mundo. Uma influência que transformará velhos amigos em inimigos.
O Pacto;O Pacto;2023;7.5 (111K);Ação;Após a morte de sua namorada, Peter Parker se culpa, questionando se seu alter-ego deve ser esquecido. Ele recebe a notícia de que uma criança doente, queria conhecer o incrível, Homem-Aranha, em seus últimos momentos.
River Wild;River Wild;2023;5.5 (3.2K);Suspense;A filha do rei Tritão, Ariel, se apaixona loucamente por um príncipe que salvou de um naufrágio. Ela decide ir procurá-lo em terra firme e pede ajuda à bruxa do mar, Úrsula.
Avatar: O Caminho da Água;Avatar: O Caminho da Água;2022;7.6 (453K);Ação;Uma mãe e seu filho de nove anos estão tentando começar uma nova vida. Eles aproveitam uma oportunidade imperdível, uma adorável mansão em Nova Orleans.
Ghoomer;Ghoomer;2023;9.2 (8.2K);Drama;Jake Sully vive com sua nova família na lua extrassolar Pandora. Uma vez que uma ameaça familiar retorna para terminar o que foi iniciado anteriormente, Jake deve trabalhar com Neytiri e o exército da raça Na'vi para proteger sua casa.
Os Mercenários 4;Os Mercenários 4;2023;;Ação;Dois homens presos se reúnem ao longo de vários anos, encontrando consolo e eventual redenção através de atos de decência comum.
Amigos De Férias 2;Amigos De Férias 2;2023;5.3 (2.3K);Ação;Anina, uma jovem prodígio do rebatedor, perde a mão direita em um acidente. Um jogador de críquete fracassado e antipático dá a ela uma nova esperança e a treina com técnicas não convencionais para mudar seu destino.
Megatubarão;Megatubarão;2018;5.6 (194K);Ação;The Expendables will square up against: an arms dealer who commands the might of a massive private army.
O Protetor: Capítulo Final;O Protetor: Capítulo Final;2023;Rate;Ação;Segue um casal que se encontra com outro casal durante as férias no México e vê a amizade deles tomar um rumo estranho quando voltam para casa.
A Baleia;A Baleia;2022;7.7 (174K);Drama;Um grupo de cientistas da Fossa das Marianas encontram ao maior predador da historia, o Megalodon.
Golda - A Mulher de Uma Nação;Golda - A Mulher de Uma Nação;2023;6.3 (924);Biografia;Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.
A Chamada;A Chamada;2023;5.5 (1.1K);Ação;Um professor de inglês recluso que vive com obesidade severa tenta se reconectar com sua distante filha adolescente para uma última chance de redenção.
Duna;Duna;2021;8.0 (711K);Ação;Um executivo se prepara para levar os filhos na escola. Ao ligar o carro, ele recebe uma ligação anônima informando que há uma bomba embaixo do seu assento e não poderão sair do carro.
Gadar 2;Gadar 2;2023;6.1 (16K);Ação;Quando a ameaça conhecida como O Coringa surge de seu passado, causa estragos e caos nas pessoas de Gotham. O Cavaleiro das Trevas deve aceitar um dos maiores testes para combater a injustiça.
Velozes e Furiosos 10;Velozes e Furiosos 10;2023;5.8 (90K);Ação;Paul Atreides é um jovem prodígio com um futuro grandioso e envolto em mistério que precisa viajar para o planeta mais perigoso do universo para garantir o futuro de sua família e seu povo.
Indiana Jones e a Relíquia do Destino;Indiana Jones e a Relíquia do Destino;2023;6.8 (98K);Ação;A família mais amada da Índia, formada por Tara, Sakeena e Jeete. No cenário da guerra indo-paquistanesa de 1971, Tara Singh, mais uma vez, enfrentará todos os inimigos para proteger a honra do país e da família.
Batman;Batman;2022;7.8 (725K);Ação;Dom Toretto e sua família são alvo do filho vingativo do traficante Hernan Reyes.
Assombração da Rainha Mary;Assombração da Rainha Mary;2023;4.3 (737);Drama;Depois de ter sido raptado e preso por quinze anos, Oh Dae-Su é libertado, e descobre que tem 5 dias para encontrar seu sequestrador.
Assassinos da Lua das Flores;Assassinos da Lua das Flores;2023;;Policial;Baseada na verdadeira história de Jordan Belfort, desde sua ascensão como corretor de valores até a sua queda e envolvimento no crime e corrupção com o governo.
Maestro;Maestro;2023;;Biografia;Explora os incidentes misteriosos e violentos que ocorreram durante o cruzeiro de uma família na noite de Halloween em 1938, e como esses eventos se conectam ao destino de outra família no mesmo navio até os dias atuais.
Foe;Foe;2023;;Drama;O amor complexo de Leonard Bernstein e Felicia Montealegre, desde o momento em que se conheceram em 1946 em uma festa e continuando por dois noivados, um casamento de 25 anos e três filhos.
Cassandro;Cassandro;2023;6.1 (174);Biografia;Um ladrão que rouba segredos corporativos através da tecnologia de entrar no subconsciente recebe a tarefa inversa de plantar uma idéia na mente do diretor de uma grande empresa.
Felicidade para Principiantes;Felicidade para Principiantes;2023;6.0 (12K);Comédia;Hen and Junior farm a secluded piece of land that has been in Junior's family for generations, but their quiet life is thrown into turmoil when an uninvited stranger shows up at their door with a startling proposal.
Duna: Parte Dois;Duna: Parte Dois;2024;;Ação;Após o divórcio, uma professora se aventura a recomeçar na vida e no amor quando decide fazer uma reveladora caminhada de longa distância.
Inside Man;Inside Man;2023;5.5 (614);Policial;Após mais de trinta anos de serviço como um dos melhores aviadores da Marinha, Pete Mitchell está onde pertence, ultrapassando os limites como um piloto de teste intrépido e evitando a promoção de posto que o manteria em terra.
Resistência;Resistência;2023;;Ação;Um menino se torna o Messias dos nômades em um planeta deserto, com vermes gigantes que protegem uma mercadoria chamada Spice.
Os Três Mosqueteiros: D'Artagnan;Os Três Mosqueteiros: D'Artagnan;2023;6.8 (11K);Ação;Um detetive de polícia desonrado busca redenção ao se disfarçar para expor um violento sindicato do crime. Mas, à medida que ele se afunda cada vez mais na máfia, o preço da absolvição pode ser mais alto do que ele pode pagar.
Clonaram Tyrone!;Clonaram Tyrone!;2023;6.7 (27K);Comédia;Em meio a uma futura guerra entre humanos e inteligência artificial, Joshua é recrutado para localizar e matar o Criador - misterioso arquiteto responsável por desenvolver uma arma capaz de acabar com o confronto e com toda a humanidade.
Era Uma Vez Em... Hollywood;Era Uma Vez Em... Hollywood;2019;7.6 (797K);Comédia;D'Artagnan chega em Paris a procura de seus agressores após ser dado como morto. Sua busca o leva para o centro de uma guerra real que coloca em risco o futuro da França. Ele se alia à Athos, Porthos e Aramis, três mosqueteiros do rei.
Minha Culpa;Minha Culpa;2023;6.2 (17K);Drama;Uma série de incidentes sinistros coloca um trio inusitado (John Boyega, Teyonah Parris e Jamie Foxx) no rastro de uma grande conspiração.
Paraíso;Paraíso;2023;6.3 (12K);Ação;Uma jovem tem que deixar sua cidade, namorado e amigos para trás e se mudar para a mansão do novo marido rico de sua mãe. Lá ela conhece Nick, seu novo meio-irmão. Eles se apaixonam loucamente em segredo.
Sobrenatural: A Porta Vermelha;Sobrenatural: A Porta Vermelha;2023;5.6 (31K);Terror;As vidas de dois assassinos da máfia, um boxeador, um gângster e sua esposa, e um par de bandidos se entrelaçam em quatro histórias de violência e redenção.
Tudo em Todo o Lugar ao Mesmo Tempo;Tudo em Todo o Lugar ao Mesmo Tempo;2022;7.8 (475K);Ação;Um homem vê o lado sombrio da empresa de doação de tempo em que trabalha quando sua esposa precisa abrir mão de 40 anos da própria vida para quitar uma dívida.
Harry Potter e a Pedra Filosofal;Harry Potter e a Pedra Filosofal;2001;7.6 (822K);Aventura;Uma imigrante chinesa de meia idade se envolve em uma aventura louca, onde só ela pode salvar o mundo explorando outros universos que se conectam com as vidas que ela poderia ter levado.
O Massacre da Serra Elétrica;O Massacre da Serra Elétrica;1974;7.4 (174K);Terror;Depois da morte de um de seus velhos amigos, um escritor relembra sua viagem com os amigos de infância para encontrar o corpo de um menino desaparecido.
T.I.M.;T.I.M.;2023;5.4 (922);Ficção científica;Uma criança órfã se enrolla em uma escola de magia, onde ele aprende a verdade sobre si mesmo, sua família e o terrível mal que se esconde no mundo mágico.
Loucas em Apuros;Loucas em Apuros;2023;6.5 (13K);Comédia;Dois irmãos e seus amigos visitam o túmulo de seu avô no Texas, mas acabam sendo vítimas de uma família de psicopatas canibais.
Batem à Porta;Batem à Porta;2023;6.1 (93K);Terror;O engenheiro de próteses Abi se muda para o campo para trabalhar no mais recente produto da Integrate Robotic - uma inteligência artificial humanoide chamada T.I.M.
Missão de Sobrevivência;Missão de Sobrevivência;2023;6.0 (20K);Ação;Audrey, Lolo, Kat e Deadeye são quatro mulheres asiático americanas que viajam pela Ásia em busca da mãe biológica de Audrey. Nessa aventura, as amigas veem suas vidas mudarem através de sexo, drogas e descobertas que não imaginavam fazer.
Trem-Bala;Trem-Bala;2022;7.3 (382K);Ação;Durante as férias, uma garota e seus pais são feitos reféns por estranhos armados que exigem que a família faça uma escolha para evitar o apocalipse.
Love;Love;2015;6.1 (64K);Drama;Um agente secreto da CIA e seu tradutor fogem das forças especiais no Afeganistão após um vazamento expor perigosamente sua missão secreta e revelar sua identidade.
Midsommar: O Mal Não Espera a Noite;Midsommar: O Mal Não Espera a Noite;2019;7.1 (367K);Drama;Murphy é um americano que mora em Paris e junto con sua instável namorada convidaram a sua vizinha a sua cama sem pensar nas consequências.
M3gan;M3gan;2022;6.4 (120K);Terror;Casal viaja a Suécia para conhecer lendário festival do solstício de verão numa vila rural. O que começa como um retiro idílico se transforma rapidamente em uma competição cada vez mais violenta e bizarra nas mãos de uma seita pagã.
Five Nights at Freddy's - O Pesadelo Sem Fim;Five Nights at Freddy's - O Pesadelo Sem Fim;2023;;Terror;Mike Schmidt, um guarda de segurança na pior, decide arranjar emprego em uma pizzaria local. Porem, após fazer uma descoberta terrível sobre os animatrônicos do local, Mike é forçado a sobreviver e encarar o passado.
Tusk: A Transformação;Tusk: A Transformação;2014;5.3 (60K);Comédia;Teddy Bryton, narrador de um podcast, vai ao interior do Canadá em busca do melhor amigo, que caiu nas mãos de um misterioso velho marinheiro que tem o estranho plano de criar uma morsa humana.
Ghostbusters: Mais Além;Ghostbusters: Mais Além;2021;7.1 (198K);Aventura;Trama não revelada.
Um Sonho Possível;Um Sonho Possível;2009;7.6 (350K);Biografia;A história de Michael Oher, um menino sem teto traumatizado que se tornaria um campeão do futebol americano com a ajuda de uma mulher carinhosa e sua família.
Projeto Extração;Projeto Extração;2023;5.3 (13K);Ação;Uma refinaria de petróleo chinesa é atacada do Iraque e Chan é encarregado de tirar os trabalhadores de lá. Porém, ele descobre um grande plano de roubo de petróleo e precisa unir forças com um ex-Fuzileiro Naval.
Adipurush;Adipurush;2023;3.2 (116K);Ação;Uma adaptação moderna do épico indiano Ramayana que acompanha a jornada do príncipe exilado Raghav para resgatar sua esposa Janaki do rei demônio Lankesh.
Belo Desastre;Belo Desastre;2023;5.3 (7K);Drama;A caloura da faculdade, Abby, tenta se distanciar de seu passado sombrio enquanto resiste à atração pelo bad boy Travis.
Landscape with Invisible Hand;Landscape with Invisible Hand;2023;6.6 (346);Comédia;Quando a regra burocrática e a tecnologia avançada de uma espécie alienígena deixam a maior parte da Terra empobrecida e desempregada, dois adolescentes desenvolvem um plano arriscado para garantir o futuro de suas famílias.
Rocky Aur Rani Kii Prem Kahaani;Rocky Aur Rani Kii Prem Kahaani;2023;7.2 (31K);Comédia;O extravagante Punjabi Rocky e a intelectual jornalista bengali Rani se apaixonam apesar de suas diferenças. Depois de enfrentar a oposição da família, eles decidem morar com as famílias um do outro por três meses antes de se casarem.
Jules;Jules;2023;7.2 (827);Comédia;Milton vive uma vida tranquila e rotineira em uma pequena cidade no oeste da Pensilvânia, mas tem seu dia virado de cabeça para baixo quando um OVNI e seu passageiro extraterrestre fazem um pouso forçado em seu quintal.
Tenet;Tenet;2020;7.3 (555K);Ação;O projeto é descrito como um épico de ação que gira em torno do mundo da espionagem internacional.
A Morte do Demônio: A Ascensão;A Morte do Demônio: A Ascensão;2023;6.6 (108K);Terror;Beth visita sua irmã mais velha, ella, que está criando 3 filhos em um apartamento apertado em Los Angeles. Sua reunião é curta quando eles encontram um livro demoníaco, The Necronomicon Ex-Mortis.
Resgate 2;Resgate 2;2023;7.0 (120K);Ação;Depois de escapar da morte por um triz, o mercenário Tyler Rake encara mais uma missão perigosa: resgatar a família de um criminoso implacável.
Nefarious;Nefarious;2023;6.4 (17K);Terror;No dia de sua execução, um assassino em série passa por uma avaliação psiquiátrica na qual ele afirma ser um demônio, e ainda alega que antes de seu tempo acabar, o psiquiatra cometerá três assassinatos.
Beau Tem Medo;Beau Tem Medo;2023;6.8 (38K);Comédia;Após a morte repentina de sua mãe, um homem gentil e atormentado pela sua ansiedade enfrenta seus medos mais obscuros enquanto embarca em uma jornada épica e Kafkaesca de volta para casa.
Meus Sogros Tão pro Crime;Meus Sogros Tão pro Crime;2023;5.4 (28K);Ação;Um conservador gerente de banco prestes a se casar com o amor de sua vida acredita que seus futuros sogros são os Bandidos Fantasmas que assaltaram o banco durante a semana do casamento.
Dunkirk;Dunkirk;2017;7.8 (707K);Ação;Soldados aliados da Bélgica, do Império Britânico e da França são cercados pelo exército alemão e evacuados durante uma violenta batalha na Segunda Guerra Mundial.
Guardiões da Galáxia;Guardiões da Galáxia;2014;8.0 (1.2M);Ação;Um grupo de criminosos intergalácticos deve se unir para impedir que um guerreiro fanático com planos de destruir o universo.
Titanic;Titanic;1997;7.9 (1.2M);Drama;Uma aristocrata de dezessete anos se apaixona por um artista gentil mas pobre a bordo do luxuoso e desafortunado Titanic.
Você Não Tá Convidada pro Meu Bat Mitzvá!;Você Não Tá Convidada pro Meu Bat Mitzvá!;2023;6.0 (6.9K);Comédia;Stacey Friedman se prepara para seu bat mitzvah, mas seus planos se desfazem comicamente e ameaçam arruinar o evento.
